,combination,count,hero1_id,hero2_id,hero1_name,hero2_name
4058,"[10, 37]",13,10,37,Morphling,Warlock
2453,"[10, 21]",3,10,21,Morphling,Windranger
3647,"[10, 112]",7,10,112,Morphling,Winter Wyvern
3779,"[10, 30]",8,10,30,Morphling,Witch Doctor
1004,"[10, 22]",1,10,22,Morphling,Zeus
2802,"[89, 102]",4,89,102,Naga Siren,Abaddon
1107,"[89, 113]",1,89,113,Naga Siren,Arc Warden
1110,"[89, 96]",1,89,96,Naga Siren,Centaur Warrunner
2827,"[89, 119]",4,89,119,Naga Siren,Dark Willow
4072,"[89, 106]",13,89,106,Naga Siren,Ember Spirit
1109,"[89, 91]",1,89,91,Naga Siren,Io
1108,"[89, 90]",1,89,90,Naga Siren,Keeper of the Light
1349,"[89, 104]",2,89,104,Naga Siren,Legion Commander
2506,"[89, 97]",3,89,97,Naga Siren,Magnus
2825,"[89, 94]",4,89,94,Naga Siren,Medusa
2377,"[89, 114]",3,89,114,Naga Siren,Monkey King
2378,"[89, 111]",3,89,111,Naga Siren,Oracle
3848,"[89, 120]",9,89,120,Naga Siren,Pangolier
2800,"[89, 110]",4,89,110,Naga Siren,Phoenix
3856,"[89, 101]",9,89,101,Naga Siren,Skywrath Mage
3233,"[89, 93]",5,89,93,Naga Siren,Slark
2380,"[89, 109]",3,89,109,Naga Siren,Terrorblade
1337,"[89, 98]",2,89,98,Naga Siren,Timbersaw
3388,"[89, 95]",6,89,95,Naga Siren,Troll Warlord
1103,"[89, 100]",1,89,100,Naga Siren,Tusk
3548,"[89, 108]",7,89,108,Naga Siren,Underlord
4062,"[89, 92]",13,89,92,Naga Siren,Visage
1347,"[89, 112]",2,89,112,Naga Siren,Winter Wyvern
3159,"[53, 102]",5,53,102,Nature's Prophet,Abaddon
3,"[53, 68]",1,53,68,Nature's Prophet,Ancient Apparition
1574,"[53, 113]",2,53,113,Nature's Prophet,Arc Warden
2201,"[53, 65]",3,53,65,Nature's Prophet,Batrider
1561,"[53, 62]",2,53,62,Nature's Prophet,Bounty Hunter
2249,"[53, 78]",3,53,78,Nature's Prophet,Brewmaster
20,"[53, 61]",1,53,61,Nature's Prophet,Broodmother
6,"[53, 81]",1,53,81,Nature's Prophet,Chaos Knight
2202,"[53, 66]",3,53,66,Nature's Prophet,Chen
3202,"[53, 56]",5,53,56,Nature's Prophet,Clinkz
3617,"[53, 119]",7,53,119,Nature's Prophet,Dark Willow
2252,"[53, 87]",3,53,87,Nature's Prophet,Disruptor
3031,"[53, 69]",4,53,69,Nature's Prophet,Doom
1576,"[53, 107]",2,53,107,Nature's Prophet,Earth Spirit
1577,"[53, 103]",2,53,103,Nature's Prophet,Elder Titan
2196,"[53, 106]",3,53,106,Nature's Prophet,Ember Spirit
22,"[53, 58]",1,53,58,Nature's Prophet,Enchantress
3047,"[53, 72]",4,53,72,Nature's Prophet,Gyrocopter
3112,"[53, 74]",5,53,74,Nature's Prophet,Invoker
2,"[53, 64]",1,53,64,Nature's Prophet,Jakiro
3033,"[53, 54]",4,53,54,Nature's Prophet,Lifestealer
1619,"[53, 77]",2,53,77,Nature's Prophet,Lycan
9,"[53, 97]",1,53,97,Nature's Prophet,Magnus
1620,"[53, 94]",2,53,94,Nature's Prophet,Medusa
43,"[53, 114]",1,53,114,Nature's Prophet,Monkey King
2253,"[53, 89]",3,53,89,Nature's Prophet,Naga Siren
3423,"[53, 60]",6,53,60,Nature's Prophet,Night Stalker
3338,"[53, 88]",6,53,88,Nature's Prophet,Nyx Assassin
1616,"[53, 84]",2,53,84,Nature's Prophet,Ogre Magi
3089,"[53, 76]",5,53,76,Nature's Prophet,Outworld Devourer
2197,"[53, 120]",3,53,120,Nature's Prophet,Pangolier
3371,"[53, 110]",6,53,110,Nature's Prophet,Phoenix
3922,"[53, 86]",10,53,86,Nature's Prophet,Rubick
1595,"[53, 79]",2,53,79,Nature's Prophet,Shadow Demon
3049,"[53, 75]",4,53,75,Nature's Prophet,Silencer
1587,"[53, 101]",2,53,101,Nature's Prophet,Skywrath Mage
8,"[53, 93]",1,53,93,Nature's Prophet,Slark
3030,"[53, 67]",4,53,67,Nature's Prophet,Spectre
5,"[53, 71]",1,53,71,Nature's Prophet,Spirit Breaker
3376,"[53, 109]",6,53,109,Nature's Prophet,Terrorblade
2255,"[53, 95]",3,53,95,Nature's Prophet,Troll Warlord
3827,"[53, 100]",9,53,100,Nature's Prophet,Tusk
3053,"[53, 85]",4,53,85,Nature's Prophet,Undying
3405,"[53, 70]",6,53,70,Nature's Prophet,Ursa
2254,"[53, 92]",3,53,92,Nature's Prophet,Visage
1,"[53, 63]",1,53,63,Nature's Prophet,Weaver
3037,"[53, 112]",4,53,112,Nature's Prophet,Winter Wyvern
504,"[36, 102]",1,36,102,Necrophos,Abaddon
1396,"[36, 73]",2,36,73,Necrophos,Alchemist
497,"[36, 113]",1,36,113,Necrophos,Arc Warden
492,"[36, 78]",1,36,78,Necrophos,Brewmaster
1333,"[36, 61]",2,36,61,Necrophos,Broodmother
490,"[36, 66]",1,36,66,Necrophos,Chen
2650,"[36, 56]",4,36,56,Necrophos,Clinkz
2472,"[36, 119]",3,36,119,Necrophos,Dark Willow
498,"[36, 87]",1,36,87,Necrophos,Disruptor
2970,"[36, 49]",4,36,49,Necrophos,Dragon Knight
2972,"[36, 107]",4,36,107,Necrophos,Earth Spirit
2039,"[36, 103]",2,36,103,Necrophos,Elder Titan
502,"[36, 106]",1,36,106,Necrophos,Ember Spirit
1768,"[36, 58]",2,36,58,Necrophos,Enchantress
2471,"[36, 41]",3,36,41,Necrophos,Faceless Void
2469,"[36, 72]",3,36,72,Necrophos,Gyrocopter
2868,"[36, 59]",4,36,59,Necrophos,Huskar
2477,"[36, 91]",3,36,91,Necrophos,Io
489,"[36, 64]",1,36,64,Necrophos,Jakiro
499,"[36, 90]",1,36,90,Necrophos,Keeper of the Light
2016,"[36, 48]",2,36,48,Necrophos,Luna
1397,"[36, 77]",2,36,77,Necrophos,Lycan
501,"[36, 97]",1,36,97,Necrophos,Magnus
495,"[36, 82]",1,36,82,Necrophos,Meepo
496,"[36, 114]",1,36,114,Necrophos,Monkey King
3591,"[36, 53]",7,36,53,Necrophos,Nature's Prophet
2476,"[36, 88]",3,36,88,Necrophos,Nyx Assassin
2971,"[36, 84]",4,36,84,Necrophos,Ogre Magi
2004,"[36, 111]",2,36,111,Necrophos,Oracle
2011,"[36, 120]",2,36,120,Necrophos,Pangolier
491,"[36, 44]",1,36,44,Necrophos,Phantom Assassin
2002,"[36, 110]",2,36,110,Necrophos,Phoenix
2470,"[36, 45]",3,36,45,Necrophos,Pugna
493,"[36, 39]",1,36,39,Necrophos,Queen of Pain
3266,"[36, 86]",5,36,86,Necrophos,Rubick
1400,"[36, 79]",2,36,79,Necrophos,Shadow Demon
3767,"[36, 75]",8,36,75,Necrophos,Silencer
2467,"[36, 67]",3,36,67,Necrophos,Spectre
3268,"[36, 46]",5,36,46,Necrophos,Templar Assassin
2010,"[36, 109]",2,36,109,Necrophos,Terrorblade
1403,"[36, 83]",2,36,83,Necrophos,Treant Protector
500,"[36, 95]",1,36,95,Necrophos,Troll Warlord
2973,"[36, 100]",4,36,100,Necrophos,Tusk
3676,"[36, 85]",7,36,85,Necrophos,Undying
2468,"[36, 70]",3,36,70,Necrophos,Ursa
494,"[36, 37]",1,36,37,Necrophos,Warlock
3269,"[36, 63]",5,36,63,Necrophos,Weaver
3337,"[36, 112]",6,36,112,Necrophos,Winter Wyvern
3989,"[36, 42]",11,36,42,Necrophos,Wraith King
3524,"[60, 68]",7,60,68,Night Stalker,Ancient Apparition
2852,"[60, 65]",4,60,65,Night Stalker,Batrider
278,"[60, 62]",1,60,62,Night Stalker,Bounty Hunter
1294,"[60, 99]",2,60,99,Night Stalker,Bristleback
2857,"[60, 81]",4,60,81,Night Stalker,Chaos Knight
1353,"[60, 66]",2,60,66,Night Stalker,Chen
1300,"[60, 119]",2,60,119,Night Stalker,Dark Willow
3979,"[60, 87]",11,60,87,Night Stalker,Disruptor
211,"[60, 69]",1,60,69,Night Stalker,Doom
339,"[60, 107]",1,60,107,Night Stalker,Earth Spirit
2321,"[60, 103]",3,60,103,Night Stalker,Elder Titan
4051,"[60, 106]",13,60,106,Night Stalker,Ember Spirit
4067,"[60, 72]",13,60,72,Night Stalker,Gyrocopter
213,"[60, 74]",1,60,74,Night Stalker,Invoker
3563,"[60, 91]",7,60,91,Night Stalker,Io
3965,"[60, 64]",11,60,64,Night Stalker,Jakiro
743,"[60, 104]",1,60,104,Night Stalker,Legion Commander
215,"[60, 80]",1,60,80,Night Stalker,Lone Druid
3861,"[60, 77]",9,60,77,Night Stalker,Lycan
2860,"[60, 97]",4,60,97,Night Stalker,Magnus
3570,"[60, 94]",7,60,94,Night Stalker,Medusa
2320,"[60, 114]",3,60,114,Night Stalker,Monkey King
3793,"[60, 89]",8,60,89,Night Stalker,Naga Siren
1350,"[60, 88]",2,60,88,Night Stalker,Nyx Assassin
217,"[60, 84]",1,60,84,Night Stalker,Ogre Magi
1306,"[60, 111]",2,60,111,Night Stalker,Oracle
3578,"[60, 76]",7,60,76,Night Stalker,Outworld Devourer
358,"[60, 120]",1,60,120,Night Stalker,Pangolier
343,"[60, 110]",1,60,110,Night Stalker,Phoenix
3820,"[60, 86]",9,60,86,Night Stalker,Rubick
2316,"[60, 79]",3,60,79,Night Stalker,Shadow Demon
1325,"[60, 75]",2,60,75,Night Stalker,Silencer
3974,"[60, 101]",11,60,101,Night Stalker,Skywrath Mage
3216,"[60, 93]",5,60,93,Night Stalker,Slark
2853,"[60, 67]",4,60,67,Night Stalker,Spectre
341,"[60, 109]",1,60,109,Night Stalker,Terrorblade
2312,"[60, 98]",3,60,98,Night Stalker,Timbersaw
216,"[60, 83]",1,60,83,Night Stalker,Treant Protector
219,"[60, 95]",1,60,95,Night Stalker,Troll Warlord
1326,"[60, 100]",2,60,100,Night Stalker,Tusk
3497,"[60, 108]",6,60,108,Night Stalker,Underlord
3222,"[60, 85]",5,60,85,Night Stalker,Undying
1345,"[60, 92]",2,60,92,Night Stalker,Visage
210,"[60, 63]",1,60,63,Night Stalker,Weaver
3274,"[60, 112]",5,60,112,Night Stalker,Winter Wyvern
1036,"[88, 102]",1,88,102,Nyx Assassin,Abaddon
1071,"[88, 113]",1,88,113,Nyx Assassin,Arc Warden
1102,"[88, 99]",1,88,99,Nyx Assassin,Bristleback
1096,"[88, 119]",1,88,119,Nyx Assassin,Dark Willow
1342,"[88, 103]",2,88,103,Nyx Assassin,Elder Titan
2392,"[88, 106]",3,88,106,Nyx Assassin,Ember Spirit
1098,"[88, 91]",1,88,91,Nyx Assassin,Io
1097,"[88, 90]",1,88,90,Nyx Assassin,Keeper of the Light
1101,"[88, 97]",1,88,97,Nyx Assassin,Magnus
1339,"[88, 94]",2,88,94,Nyx Assassin,Medusa
3401,"[88, 89]",6,88,89,Nyx Assassin,Naga Siren
1042,"[88, 111]",1,88,111,Nyx Assassin,Oracle
1346,"[88, 120]",2,88,120,Nyx Assassin,Pangolier
1038,"[88, 110]",1,88,110,Nyx Assassin,Phoenix
2376,"[88, 101]",3,88,101,Nyx Assassin,Skywrath Mage
1099,"[88, 93]",1,88,93,Nyx Assassin,Slark
2390,"[88, 109]",3,88,109,Nyx Assassin,Terrorblade
3240,"[88, 98]",5,88,98,Nyx Assassin,Timbersaw
2812,"[88, 95]",4,88,95,Nyx Assassin,Troll Warlord
1298,"[88, 100]",2,88,100,Nyx Assassin,Tusk
2391,"[88, 108]",3,88,108,Nyx Assassin,Underlord
2385,"[88, 92]",3,88,92,Nyx Assassin,Visage
1104,"[88, 112]",1,88,112,Nyx Assassin,Winter Wyvern
1655,"[84, 113]",2,84,113,Ogre Magi,Arc Warden
808,"[84, 96]",1,84,96,Ogre Magi,Centaur Warrunner
3331,"[84, 119]",6,84,119,Ogre Magi,Dark Willow
804,"[84, 87]",1,84,87,Ogre Magi,Disruptor
3101,"[84, 91]",5,84,91,Ogre Magi,Io
1648,"[84, 104]",2,84,104,Ogre Magi,Legion Commander
2422,"[84, 94]",3,84,94,Ogre Magi,Medusa
803,"[84, 114]",1,84,114,Ogre Magi,Monkey King
1660,"[84, 88]",2,84,88,Ogre Magi,Nyx Assassin
1651,"[84, 110]",2,84,110,Ogre Magi,Phoenix
2423,"[84, 86]",3,84,86,Ogre Magi,Rubick
1663,"[84, 101]",2,84,101,Ogre Magi,Skywrath Mage
801,"[84, 109]",1,84,109,Ogre Magi,Terrorblade
807,"[84, 95]",1,84,95,Ogre Magi,Troll Warlord
806,"[84, 92]",1,84,92,Ogre Magi,Visage
802,"[84, 112]",1,84,112,Ogre Magi,Winter Wyvern
320,"[57, 68]",1,57,68,Omniknight,Ancient Apparition
1708,"[57, 65]",2,57,65,Omniknight,Batrider
1709,"[57, 62]",2,57,62,Omniknight,Bounty Hunter
1710,"[57, 61]",2,57,61,Omniknight,Broodmother
283,"[57, 96]",1,57,96,Omniknight,Centaur Warrunner
1701,"[57, 81]",2,57,81,Omniknight,Chaos Knight
1707,"[57, 66]",2,57,66,Omniknight,Chen
1711,"[57, 119]",2,57,119,Omniknight,Dark Willow
4080,"[57, 87]",14,57,87,Omniknight,Disruptor
302,"[57, 69]",1,57,69,Omniknight,Doom
2687,"[57, 107]",4,57,107,Omniknight,Earth Spirit
2259,"[57, 103]",3,57,103,Omniknight,Elder Titan
2688,"[57, 106]",4,57,106,Omniknight,Ember Spirit
3550,"[57, 72]",7,57,72,Omniknight,Gyrocopter
319,"[57, 59]",1,57,59,Omniknight,Huskar
301,"[57, 74]",1,57,74,Omniknight,Invoker
2675,"[57, 64]",4,57,64,Omniknight,Jakiro
2204,"[57, 90]",3,57,90,Omniknight,Keeper of the Light
2226,"[57, 80]",3,57,80,Omniknight,Lone Druid
2246,"[57, 77]",3,57,77,Omniknight,Lycan
284,"[57, 97]",1,57,97,Omniknight,Magnus
1734,"[57, 82]",2,57,82,Omniknight,Meepo
3941,"[57, 89]",10,57,89,Omniknight,Naga Siren
3098,"[57, 60]",5,57,60,Omniknight,Night Stalker
1759,"[57, 84]",2,57,84,Omniknight,Ogre Magi
318,"[57, 111]",1,57,111,Omniknight,Oracle
3853,"[57, 76]",9,57,76,Omniknight,Outworld Devourer
2256,"[57, 110]",3,57,110,Omniknight,Phoenix
3082,"[57, 86]",5,57,86,Omniknight,Rubick
280,"[57, 79]",1,57,79,Omniknight,Shadow Demon
299,"[57, 75]",1,57,75,Omniknight,Silencer
316,"[57, 101]",1,57,101,Omniknight,Skywrath Mage
282,"[57, 93]",1,57,93,Omniknight,Slark
1706,"[57, 67]",2,57,67,Omniknight,Spectre
322,"[57, 71]",1,57,71,Omniknight,Spirit Breaker
2257,"[57, 109]",3,57,109,Omniknight,Terrorblade
2199,"[57, 98]",3,57,98,Omniknight,Timbersaw
3587,"[57, 95]",7,57,95,Omniknight,Troll Warlord
4087,"[57, 100]",14,57,100,Omniknight,Tusk
1754,"[57, 85]",2,57,85,Omniknight,Undying
1756,"[57, 92]",2,57,92,Omniknight,Visage
1050,"[111, 113]",1,111,113,Oracle,Arc Warden
1049,"[111, 119]",1,111,119,Oracle,Dark Willow
1806,"[111, 114]",2,111,114,Oracle,Monkey King
2396,"[111, 120]",3,111,120,Oracle,Pangolier
1051,"[111, 112]",1,111,112,Oracle,Winter Wyvern
2594,"[76, 102]",3,76,102,Outworld Devourer,Abaddon
1225,"[76, 81]",1,76,81,Outworld Devourer,Chaos Knight
1230,"[76, 119]",1,76,119,Outworld Devourer,Dark Willow
3949,"[76, 87]",10,76,87,Outworld Devourer,Disruptor
1625,"[76, 107]",2,76,107,Outworld Devourer,Earth Spirit
3752,"[76, 103]",8,76,103,Outworld Devourer,Elder Titan
2548,"[76, 91]",3,76,91,Outworld Devourer,Io
1240,"[76, 104]",1,76,104,Outworld Devourer,Legion Commander
1229,"[76, 80]",1,76,80,Outworld Devourer,Lone Druid
2862,"[76, 77]",4,76,77,Outworld Devourer,Lycan
1566,"[76, 97]",2,76,97,Outworld Devourer,Magnus
1234,"[76, 114]",1,76,114,Outworld Devourer,Monkey King
3433,"[76, 89]",6,76,89,Outworld Devourer,Naga Siren
1244,"[76, 88]",1,76,88,Outworld Devourer,Nyx Assassin
1236,"[76, 111]",1,76,111,Outworld Devourer,Oracle
2861,"[76, 120]",4,76,120,Outworld Devourer,Pangolier
3176,"[76, 86]",5,76,86,Outworld Devourer,Rubick
3209,"[76, 101]",5,76,101,Outworld Devourer,Skywrath Mage
1621,"[76, 109]",2,76,109,Outworld Devourer,Terrorblade
1568,"[76, 98]",2,76,98,Outworld Devourer,Timbersaw
1232,"[76, 83]",1,76,83,Outworld Devourer,Treant Protector
2864,"[76, 95]",4,76,95,Outworld Devourer,Troll Warlord
3847,"[76, 100]",9,76,100,Outworld Devourer,Tusk
2595,"[76, 108]",3,76,108,Outworld Devourer,Underlord
729,"[44, 102]",1,44,102,Phantom Assassin,Abaddon
1643,"[44, 68]",2,44,68,Phantom Assassin,Ancient Apparition
1659,"[44, 96]",2,44,96,Phantom Assassin,Centaur Warrunner
720,"[44, 66]",1,44,66,Phantom Assassin,Chen
1637,"[44, 119]",2,44,119,Phantom Assassin,Dark Willow
736,"[44, 50]",1,44,50,Phantom Assassin,Dazzle
1647,"[44, 87]",2,44,87,Phantom Assassin,Disruptor
735,"[44, 49]",1,44,49,Phantom Assassin,Dragon Knight
2581,"[44, 103]",3,44,103,Phantom Assassin,Elder Titan
741,"[44, 106]",1,44,106,Phantom Assassin,Ember Spirit
1661,"[44, 91]",2,44,91,Phantom Assassin,Io
740,"[44, 64]",1,44,64,Phantom Assassin,Jakiro
731,"[44, 104]",1,44,104,Phantom Assassin,Legion Commander
737,"[44, 52]",1,44,52,Phantom Assassin,Leshrac
719,"[44, 77]",1,44,77,Phantom Assassin,Lycan
3170,"[44, 97]",5,44,97,Phantom Assassin,Magnus
2539,"[44, 89]",3,44,89,Phantom Assassin,Naga Siren
739,"[44, 60]",1,44,60,Phantom Assassin,Night Stalker
738,"[44, 57]",1,44,57,Phantom Assassin,Omniknight
734,"[44, 120]",1,44,120,Phantom Assassin,Pangolier
732,"[44, 110]",1,44,110,Phantom Assassin,Phoenix
718,"[44, 79]",1,44,79,Phantom Assassin,Shadow Demon
728,"[44, 101]",1,44,101,Phantom Assassin,Skywrath Mage
727,"[44, 100]",1,44,100,Phantom Assassin,Tusk
1646,"[44, 85]",2,44,85,Phantom Assassin,Undying
1797,"[12, 102]",2,12,102,Phantom Lancer,Abaddon
3416,"[12, 68]",6,12,68,Phantom Lancer,Ancient Apparition
3104,"[12, 65]",5,12,65,Phantom Lancer,Batrider
3095,"[12, 38]",5,12,38,Phantom Lancer,Beastmaster
2731,"[12, 62]",4,12,62,Phantom Lancer,Bounty Hunter
3430,"[12, 78]",6,12,78,Phantom Lancer,Brewmaster
767,"[12, 99]",1,12,99,Phantom Lancer,Bristleback
1952,"[12, 61]",2,12,61,Phantom Lancer,Broodmother
764,"[12, 96]",1,12,96,Phantom Lancer,Centaur Warrunner
3939,"[12, 66]",10,12,66,Phantom Lancer,Chen
814,"[12, 56]",1,12,56,Phantom Lancer,Clinkz
3996,"[12, 51]",11,12,51,Phantom Lancer,Clockwerk
2435,"[12, 55]",3,12,55,Phantom Lancer,Dark Seer
3725,"[12, 119]",8,12,119,Phantom Lancer,Dark Willow
1916,"[12, 50]",2,12,50,Phantom Lancer,Dazzle
3929,"[12, 43]",10,12,43,Phantom Lancer,Death Prophet
3113,"[12, 87]",5,12,87,Phantom Lancer,Disruptor
4026,"[12, 69]",12,12,69,Phantom Lancer,Doom
4036,"[12, 49]",12,12,49,Phantom Lancer,Dragon Knight
3363,"[12, 107]",6,12,107,Phantom Lancer,Earth Spirit
3709,"[12, 103]",8,12,103,Phantom Lancer,Elder Titan
4020,"[12, 106]",12,12,106,Phantom Lancer,Ember Spirit
3327,"[12, 58]",6,12,58,Phantom Lancer,Enchantress
1920,"[12, 33]",2,12,33,Phantom Lancer,Enigma
825,"[12, 41]",1,12,41,Phantom Lancer,Faceless Void
2400,"[12, 72]",3,12,72,Phantom Lancer,Gyrocopter
1910,"[12, 59]",2,12,59,Phantom Lancer,Huskar
3543,"[12, 74]",7,12,74,Phantom Lancer,Invoker
2788,"[12, 91]",4,12,91,Phantom Lancer,Io
3546,"[12, 64]",7,12,64,Phantom Lancer,Jakiro
1937,"[12, 90]",2,12,90,Phantom Lancer,Keeper of the Light
3694,"[12, 23]",8,12,23,Phantom Lancer,Kunkka
805,"[12, 104]",1,12,104,Phantom Lancer,Legion Commander
4077,"[12, 52]",14,12,52,Phantom Lancer,Leshrac
3103,"[12, 31]",5,12,31,Phantom Lancer,Lich
816,"[12, 54]",1,12,54,Phantom Lancer,Lifestealer
4146,"[12, 25]",17,12,25,Phantom Lancer,Lina
2426,"[12, 26]",3,12,26,Phantom Lancer,Lion
752,"[12, 77]",1,12,77,Phantom Lancer,Lycan
3381,"[12, 97]",6,12,97,Phantom Lancer,Magnus
1849,"[12, 114]",2,12,114,Phantom Lancer,Monkey King
4151,"[12, 89]",17,12,89,Phantom Lancer,Naga Siren
3850,"[12, 53]",9,12,53,Phantom Lancer,Nature's Prophet
3359,"[12, 36]",6,12,36,Phantom Lancer,Necrophos
3846,"[12, 60]",9,12,60,Phantom Lancer,Night Stalker
3531,"[12, 88]",7,12,88,Phantom Lancer,Nyx Assassin
749,"[12, 84]",1,12,84,Phantom Lancer,Ogre Magi
2437,"[12, 57]",3,12,57,Phantom Lancer,Omniknight
2777,"[12, 111]",4,12,111,Phantom Lancer,Oracle
1943,"[12, 76]",2,12,76,Phantom Lancer,Outworld Devourer
1862,"[12, 120]",2,12,120,Phantom Lancer,Pangolier
2424,"[12, 110]",3,12,110,Phantom Lancer,Phoenix
1942,"[12, 13]",2,12,13,Phantom Lancer,Puck
3375,"[12, 45]",6,12,45,Phantom Lancer,Pugna
3377,"[12, 39]",6,12,39,Phantom Lancer,Queen of Pain
2746,"[12, 15]",4,12,15,Phantom Lancer,Razor
833,"[12, 32]",1,12,32,Phantom Lancer,Riki
3872,"[12, 86]",9,12,86,Phantom Lancer,Rubick
4011,"[12, 16]",12,12,16,Phantom Lancer,Sand King
2760,"[12, 79]",4,12,79,Phantom Lancer,Shadow Demon
1922,"[12, 27]",2,12,27,Phantom Lancer,Shadow Shaman
3429,"[12, 75]",6,12,75,Phantom Lancer,Silencer
3993,"[12, 101]",11,12,101,Phantom Lancer,Skywrath Mage
2429,"[12, 28]",3,12,28,Phantom Lancer,Slardar
756,"[12, 71]",1,12,71,Phantom Lancer,Spirit Breaker
3695,"[12, 17]",8,12,17,Phantom Lancer,Storm Spirit
3091,"[12, 46]",5,12,46,Phantom Lancer,Templar Assassin
811,"[12, 29]",1,12,29,Phantom Lancer,Tidehunter
787,"[12, 98]",1,12,98,Phantom Lancer,Timbersaw
831,"[12, 34]",1,12,34,Phantom Lancer,Tinker
4035,"[12, 19]",12,12,19,Phantom Lancer,Tiny
1939,"[12, 83]",2,12,83,Phantom Lancer,Treant Protector
3726,"[12, 100]",8,12,100,Phantom Lancer,Tusk
3678,"[12, 108]",8,12,108,Phantom Lancer,Underlord
3116,"[12, 85]",5,12,85,Phantom Lancer,Undying
2408,"[12, 70]",3,12,70,Phantom Lancer,Ursa
4126,"[12, 20]",16,12,20,Phantom Lancer,Vengeful Spirit
2743,"[12, 40]",4,12,40,Phantom Lancer,Venomancer
821,"[12, 47]",1,12,47,Phantom Lancer,Viper
2406,"[12, 92]",3,12,92,Phantom Lancer,Visage
3991,"[12, 37]",11,12,37,Phantom Lancer,Warlock
762,"[12, 63]",1,12,63,Phantom Lancer,Weaver
4086,"[12, 21]",14,12,21,Phantom Lancer,Windranger
3614,"[12, 112]",7,12,112,Phantom Lancer,Winter Wyvern
3988,"[12, 30]",11,12,30,Phantom Lancer,Witch Doctor
2433,"[12, 42]",3,12,42,Phantom Lancer,Wraith King
2758,"[12, 22]",4,12,22,Phantom Lancer,Zeus
1052,"[110, 119]",1,110,119,Phoenix,Dark Willow
1811,"[110, 114]",2,110,114,Phoenix,Monkey King
2369,"[110, 120]",3,110,120,Phoenix,Pangolier
1053,"[110, 112]",1,110,112,Phoenix,Winter Wyvern
784,"[13, 102]",1,13,102,Puck,Abaddon
3076,"[13, 68]",5,13,68,Puck,Ancient Apparition
777,"[13, 113]",1,13,113,Puck,Arc Warden
885,"[13, 65]",1,13,65,Puck,Batrider
1874,"[13, 38]",2,13,38,Puck,Beastmaster
886,"[13, 62]",1,13,62,Puck,Bounty Hunter
925,"[13, 78]",1,13,78,Puck,Brewmaster
887,"[13, 61]",1,13,61,Puck,Broodmother
890,"[13, 56]",1,13,56,Puck,Clinkz
2772,"[13, 51]",4,13,51,Puck,Clockwerk
1117,"[13, 55]",1,13,55,Puck,Dark Seer
894,"[13, 50]",1,13,50,Puck,Dazzle
2411,"[13, 43]",3,13,43,Puck,Death Prophet
1905,"[13, 87]",2,13,87,Puck,Disruptor
3084,"[13, 69]",5,13,69,Puck,Doom
895,"[13, 49]",1,13,49,Puck,Dragon Knight
781,"[13, 107]",1,13,107,Puck,Earth Spirit
3124,"[13, 103]",5,13,103,Puck,Elder Titan
782,"[13, 106]",1,13,106,Puck,Ember Spirit
837,"[13, 33]",1,13,33,Puck,Enigma
900,"[13, 41]",1,13,41,Puck,Faceless Void
1885,"[13, 72]",2,13,72,Puck,Gyrocopter
2773,"[13, 64]",4,13,64,Puck,Jakiro
921,"[13, 90]",1,13,90,Puck,Keeper of the Light
2762,"[13, 23]",4,13,23,Puck,Kunkka
2407,"[13, 104]",3,13,104,Puck,Legion Commander
1867,"[13, 52]",2,13,52,Puck,Leshrac
3075,"[13, 54]",5,13,54,Puck,Lifestealer
768,"[13, 25]",1,13,25,Puck,Lina
1878,"[13, 26]",2,13,26,Puck,Lion
1886,"[13, 80]",2,13,80,Puck,Lone Druid
2414,"[13, 48]",3,13,48,Puck,Luna
2442,"[13, 77]",3,13,77,Puck,Lycan
776,"[13, 114]",1,13,114,Puck,Monkey King
3715,"[13, 89]",8,13,89,Puck,Naga Siren
903,"[13, 36]",1,13,36,Puck,Necrophos
1866,"[13, 60]",2,13,60,Puck,Night Stalker
2633,"[13, 88]",3,13,88,Puck,Nyx Assassin
924,"[13, 84]",1,13,84,Puck,Ogre Magi
889,"[13, 57]",1,13,57,Puck,Omniknight
2417,"[13, 76]",3,13,76,Puck,Outworld Devourer
775,"[13, 120]",1,13,120,Puck,Pangolier
774,"[13, 14]",1,13,14,Puck,Pudge
898,"[13, 45]",1,13,45,Puck,Pugna
2793,"[13, 15]",4,13,15,Puck,Razor
3407,"[13, 86]",6,13,86,Puck,Rubick
3392,"[13, 16]",6,13,16,Puck,Sand King
1906,"[13, 79]",2,13,79,Puck,Shadow Demon
927,"[13, 75]",1,13,75,Puck,Silencer
1909,"[13, 101]",2,13,101,Puck,Skywrath Mage
920,"[13, 93]",1,13,93,Puck,Slark
1883,"[13, 71]",2,13,71,Puck,Spirit Breaker
1872,"[13, 46]",2,13,46,Puck,Templar Assassin
2792,"[13, 109]",4,13,109,Puck,Terrorblade
835,"[13, 29]",1,13,29,Puck,Tidehunter
928,"[13, 98]",1,13,98,Puck,Timbersaw
771,"[13, 19]",1,13,19,Puck,Tiny
3403,"[13, 95]",6,13,95,Puck,Troll Warlord
3111,"[13, 100]",5,13,100,Puck,Tusk
780,"[13, 108]",1,13,108,Puck,Underlord
1881,"[13, 20]",2,13,20,Puck,Vengeful Spirit
2776,"[13, 47]",4,13,47,Puck,Viper
2418,"[13, 37]",3,13,37,Puck,Warlock
770,"[13, 21]",1,13,21,Puck,Windranger
778,"[13, 112]",1,13,112,Puck,Winter Wyvern
